""	"X0"	"X1"
"1614"	118	222
"1615"	119	232
"1616"	119	242
"1617"	119	227
"1618"	120	229
"1619"	121	239
"1620"	121	228
"1621"	122	240
"1622"	123	224
"1623"	123	227
"1624"	124	234
"1625"	125	230
"1626"	125	228
"1627"	125	239
"1628"	126	231
"1629"	127	229
"1630"	127	231
"1631"	128	239
"1632"	129	221
"1633"	130	236
"1634"	130	240
"1635"	131	226
"1636"	133	237
"1637"	133	224
"1638"	134	239
"1639"	134	232
"1640"	134	241
"1641"	135	225
"1642"	117	233
"1643"	118	230
"1644"	119	225
"1645"	119	235
"1646"	119	228
"1647"	125	226
"1648"	127	237
"1649"	128	236
"1650"	133	221
"1651"	134	223
"1652"	117	239
"1653"	120	224
"1654"	125	231
"1655"	125	224
"1656"	128	241
"1657"	135	235
"1658"	119	222
